Product name,Brand name,Package spec,Organic,Package code,Department,Category,Package code type,
Celery Hearts,Northeast Fresh,20 oz (567 g),No,789707001854,Produce,Fruits and Vegetables,UPC-A,
Spinach,Northeast Fresh,8 oz (227 g),No,789707001892,Produce,Fruits and Vegetables,UPC-A,
Spring Mix,Northeast Fresh,16 oz (454 g),No,789707001557,Produce,Fruits and Vegetables,UPC-A,
Baby Spinach,Northeast Fresh,16 oz (454 g),No,789707001564,Produce,Fruits and Vegetables,UPC-A,
Cranberry Raspberry Juice Blend,Northland,64 fl oz (2 qt) (1.89L),No,753792002041,Grocery and Beverages,Beverages,UPC-A,
Cranberry Cherry Juice,Northland,64 FL OZ ( 2 QT) 1.89 L,No,753792002065,Grocery and Beverages,Beverages,UPC-A,
Cranberry Blackberry Juice Blend,Northland,64 fl oz (2 qt) (1.89L),No,753792002089,Grocery and Beverages,Beverages,UPC-A,
Cranberry Blueberry Flavored Juice Blend,Northland,64 fl oz (2 qt) (1.89L),No,753792002300,Grocery and Beverages,Beverages,UPC-A,
Cranberry Pomegranate Juice Blend,Northland,64 fl oz (2 qt) (1.89L),No,753792002317,Grocery and Beverages,Beverages,UPC-A,
Cranberry Pomegranate Juice Blend,Northland,96 FL OZ (3 QTS) ( 2.84 L),No,753792052015,Grocery and Beverages,Beverages,UPC-A,
Raspberry Pomegranate Goji Juice Blend,Northland,64 fl oz (2 qt) 1.89 L,No,753792002652,Grocery and Beverages,Beverages,UPC-A,
Cranberry Juice Blend,Northland,64 FL OZ (2 QT) 1.89 L,No,753792002010,Grocery and Beverages,Beverages,UPC-A,
Pomegranate Blueberry Juice Blend,Northland,64 fl oz (2 QT) 1.89 L,No,753792002515,Grocery and Beverages,Beverages,UPC-A,
Superfruits Blueberry Blackberry Acai Juice Blend,Northland,64 fl oz (2 qt) (1.89L),No,753792002645,Grocery and Beverages,Beverages,UPC-A,
Pomegranate Flavored Juice Blend,Northland,64oz (2 QT) 1.89 L,No,753792002676,Grocery and Beverages,Beverages,UPC-A,
Purple Power Raspberry Blueberry With Purple Carrot Flavored Juice Blend,Northland,64 fl oz (2 qt) (1.89L),No,753792002690,Grocery and Beverages,Beverages,UPC-A,
Chicken Wing Drummette,Northwest Farms,Vairable,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Boneless Skinless Chicken Breast (ABF),Northwest Farms,Variable,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Boneless Skinless Chicken Thighs (ABF),Northwest Farms,Variable,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Chicken Wings (ABF),Northwest Farms,Various,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Chicken Thighs (ABF),Northwest Farms,Various,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Chicken Drumsticks (ABF),Northwest Farms,Various,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Chicken Split Breasts (ABF),Northwest Farms,Various,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Whole Body Chickens (ABF),Northwest Farms,Various,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Boneless Chicken Breast (ABF),Northwest Farms,Variable,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Boneless Chicken Thighs (ABF),Northwest Farms,Variable,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Chicken Tenders (ABF),Northwest Farms,Various,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Chicken Whole Legs (ABF),Northwest Farms,Various,No,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Chicken Wing Drummette,Northwest Farms Organic,Variable,Yes,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Chicken Tenders (Organic),Northwest Farms Organic,Variable,Yes,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Chicken Whole Legs (Organic),Northwest Farms Organic,Variable,Yes,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Chicken Wings,Northwest Farms Organic,Various,Yes,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Chicken Thighs,Northwest Farms Organic,Various,Yes,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Split Chicken Breasts,Northwest Farms Organic,Various,Yes,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Whole Young Chicken,Northwest Farms Organic,Various,Yes,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Boneless Chicken Breast,Northwest Farms Organic,Various,Yes,000000000000,Meat and Seafood,"Meat, Fish, and Eggs",UPC-A,
Eucalyptus Essential Oil,notagmo,0.33oz (10ml),No,869157000147,Personal Care,Body Care Products,UPC-A,
Lemongrass Essential Oil,notagmo,0.33oz (10ml),No,869157000154,Personal Care,Body Care Products,UPC-A,
Eucalyptus Essential Oil,notagmo,0.169oz (5ml),No,869157000192,Personal Care,Body Care Products,UPC-A,
Lavender Essential Oil,notagmo,0.33oz (10 ml),No,869157000109,Personal Care,Body Care Products,UPC-A,
Peppermint Essential Oil,notagmo,0.33oz (10ml),No,869157000116,Personal Care,Body Care Products,UPC-A,
Patchouli Essential Oil,notagmo,0.33oz (10 ml),No,869157000123,Personal Care,Body Care Products,UPC-A,
Tea Tree Essential Oil,notagmo,0.33oz (10 ml),No,869157000130,Personal Care,Body Care Products,UPC-A,
Lavender Essential Oil,notagmo,0.169oz (5ml),No,869157000161,Personal Care,Body Care Products,UPC-A,
Patchouli Essential Oil,notagmo,0.169oz (5ml),No,869157000178,Personal Care,Body Care Products,UPC-A,
Tea Tree Essential Oil,notagmo,0.169oz (5ml),No,869157000185,Personal Care,Body Care Products,UPC-A,
Coco'nilla Crunch Granola Bites,Nourish Snacks,1.4oz (40g),No,857931005334,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Cinn-sational Cinnamon-Spiced Apples & Almonds,Nourish Snacks,1.2oz (35g),No,857931005037,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Monkey Love Chocolate Banana Granola Bites,Nourish Snacks,1.4 oz ( 39 g),No,857931005044,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Berry'd Treasure Blueberry-Apple Granola Bites,Nourish Snacks,1.4 oz (39 g),No,857931005051,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Organic Acacia Fiber,Now,12 oz (340 g),Yes,733739059055,Supplements,Vitamins and Supplements,UPC-A,
Organic Barley Grass Juice Powder,Now,4 oz. (113 g),Yes,733739026590,Grocery and Beverages,"Herbs, Spices, and Other Ingredients",UPC-A,
Coral Calcium Powder,Now,6 oz (170g),No,733739012746,Supplements,Vitamins and Supplements,UPC-A,
Certified Organic Barley Grass Tablets,Now,500 mg (250ct),Yes,733739026682,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Organic Wheat Grass Juice Powder,Now,4 oz. (113g),Yes,733739027092,Grocery and Beverages,"Herbs, Spices, and Other Ingredients",UPC-A,
Calcium Carbonate,Now,12 oz. (340 g),No,733739012456,Supplements,Vitamins and Supplements,UPC-A,
Magnesium Oxide,Now,8 oz. (227 g),No,733739013101,Supplements,Vitamins and Supplements,UPC-A,
Better Stevia Liquid Sweetener Original,Now,2 fl. oz. (60 mL),No,733739069559,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Better Stevia Liquid Sweetener Original,Now,8 fl. oz. (237 mL),No,733739069597,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Potassium Chloride Powder Supplement,Now,8 oz. (227 g),No,733739014504,Supplements,Vitamins and Supplements,UPC-A,
Sunflower Liquid Lecithin,Now,16 fl. oz. (473 mL),No,733739023728,Supplements,Vitamins and Supplements,UPC-A,
Fiber-3,Now,16 oz (454g),Yes,733739059932,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
CoQ10,Now,1 oz (28g),No,733739031587,Supplements,Vitamins and Supplements,UPC-A,
Apple Fiber With Apple Pectin,NOW Healthy Foods,12 oz (340 g),No,733739059086,Produce,Fruits and Vegetables,UPC-A,
Certified Organic Instant Hot Cocoa,NOW Healthy Foods,24 oz (680g),Yes,733739066756,Grocery and Beverages,Beverages,UPC-A,
Organic Extra Virgin Olive Oil,NOW Healthy Foods,16 fl oz (473 ml),Yes,733739018304,Grocery and Beverages,"Condiments, Oils, Dressings, and Spreads",UPC-A,
Certified Organic Cocoa Powder,NOW Healthy Foods,12 oz (340g),Yes,733739066725,Grocery and Beverages,Beverages,UPC-A,
Roasted Sunflower Seeds Salted,Now Real Food,16 oz. (454 g),No,733739070548,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Organic Milled Chia Seed,Now Real Food,10 oz. (284 g),Yes,733739062468,Farm and Garden,Planting Seed and Animal Feed,UPC-A,
Organic Golden Raisins,Now Real Food,16 oz. (454g),Yes,733739070357,Produce,Fruits and Vegetables,UPC-A,
Organic Erythritol,Now Real Food,1 lb (454 g),Yes,733739069214,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Organic Raw Cacao Nibs,Now Real Food,8 oz. (227 g),Yes,733739066763,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Organic Toasted Hemp Seeds,Now Real Food,12 oz (340 g),Yes,733739062826,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Raw Walnuts Unsalted,Now Real Food,12 oz (340 g),No,733739070739,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Roasted & Unsalted Sunflower Seeds,Now Real Food,16 oz. (454 g),No,733739070562,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Organic Wild Rice,Now Real Food,8 oz. (227 g),Yes,733739061034,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Organic Sprouted Brown Rice,Now Real Food,16 oz. (454 g),Yes,733739061027,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Organic Hemp Seed Hearts,Now Real Food,8 oz. (227 g),Yes,733739062819,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Organic Farro,Now Real Food,16 oz. (454 g),Yes,733739062833,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Organic Freekah,Now Real Food,16 oz. (454 g),Yes,733739062840,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Organic Coconut Sugar,Now Real Food,16 oz. (454 g),Yes,733739069153,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Carob Powder,Now Real Food,12 oz. (340 g),No,733739066695,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Beet Sugar,Now Real Food,3 LBS. (1361 g),No,733739069108,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Organic Coconut Flour,Now Real Food,16 oz. (454g),Yes,733739069177,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Date Sugar,Now Real Food,1 LB. (454 g),No,733739069207,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Raw Almonds Unsalted,Now Real Food,16 oz. (454 g),No,733739070050,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Raw Sunflower Seeds Unsalted,Now Real Food,16 oz. (454 g),No,733739070500,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Roasted Almonds With Sea Salt,Now Real Food,16 oz,No,733739070098,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Dry Roasted Macadamia Nuts With Sea Salt,Now Real Food,9 oz. (255 g),No,733739070197,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Roasted Pistachios With Sea Salt,Now Real Food,12 oz. (340 g),No,733739070210,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Roasted Cashews Lightly Sea Salted,Now Real Food,10 OZ (284g),No,733739070678,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Crystallized Ginger Slices,Now Real Food,12 oz. (340 g),No,733739056955,Grocery and Beverages,"Herbs, Spices, and Other Ingredients",UPC-A,
Crystallized Ginger Dices,Now Real Food,16 oz. (454 g),No,733739056962,Grocery and Beverages,"Herbs, Spices, and Other Ingredients",UPC-A,
Mango Slices,Now Real Food,10 OZ (284g),No,733739057006,Produce,Fruits and Vegetables,UPC-A,
Pineapple Rings,Now Real Food,360g,No,733739057600,Produce,Fruits and Vegetables,UPC-A,
White Chia Seed,Now Real Food,1 LB (454g),No,733739062413,Farm and Garden,Planting Seed and Animal Feed,UPC-A,
Triple Omega Seed Mix,Now Real Food,12 oz. (340 g),Yes,733739063236,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Raw Energy Nut Mix Unsalted,Now Real Food,16 oz (454g),No,733739070302,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Whole Raw Cashews Unsalted,Now Real Food,10 oz (284g),No,733739070654,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Unsweetened Shredded Coconut,Now Real Food,10 oz (284g),No,733739056726,Produce,Fruits and Vegetables,UPC-A,
Oat Bran,Now Real Food,14 oz (397g),Yes,733739059512,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Almond Flour,Now Real Food,10 oz (284g),No,733739060051,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Almond Flour,Now Real Food,22 oz (624g),No,733739060068,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Rice Bran,Now Real Food,20oz (567 g),No,733739059963,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Milled White Chia Seed,Now Real Food,10 OZ (284g),No,733739062420,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Organic Chia Seed,Now Real Food,12 oz (340g),Yes,733739062444,Farm and Garden,Planting Seed and Animal Feed,UPC-A,
Organic Steel Cut Oats,Now Real Food,2 lbs,Yes,733739062956,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Raw Pecans Unsalted,Now Real Food,12 oz (340g),No,733739070012,Grocery and Beverages,Snack Foods and Bars,UPC-A,
"Whole, Raw Brazil Nuts Unsalted",Now Real Food,12 oz (340g),No,733739070128,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Certified Organic Pine Nuts,Now Real Food,8 oz (227g),Yes,733739070166,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Organic Pumpkin Seeds Unsalted,Now Real Food,12 oz (340g),Yes,733739070234,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Raw Pumpkin Seeds Unsalted,Now Real Food,16 oz (454g),No,733739070258,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Broccoli Seeds,Now Real Food,4 oz (113g),No,733739072153,Farm and Garden,Planting Seed and Animal Feed,UPC-A,
Mung Beans,Now Real Food,16 oz (454g),No,733739072504,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Zesty Sprouting Mix,Now Real Food,16 oz,No,733739072719,Farm and Garden,Planting Seed and Animal Feed,UPC-A,
Certified Organic Unsweetened Apricots,Now Real Food,16oz (454g),Yes,733739056207,Produce,Fruits and Vegetables,UPC-A,
"Unsweetened, Shredded Organic Coconut",Now Real Food,10 oz (284g),Yes,733739056757,Produce,Fruits and Vegetables,UPC-A,
Organic GoldenBerries,Now Real Food,8 oz (227g),Yes,733739056986,Produce,Fruits and Vegetables,UPC-A,
Agave Nectar Light,Now Real Food,17 oz (482g),Yes,733739069030,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Agave Nectar Light,Now Real Food,23.28oz (660g),Yes,733739069061,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Organic Brown Rice Syrup,Now Real Food,16 oz (454g),Yes,733739069078,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Agave Nectar Amber,Now Real Food,17 oz (482g),Yes,733739069085,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Agave Nectar Amber,Now Real Food,22 oz (624 g),Yes,733739069092,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Organic Brazil Nuts Unsalted,Now Real Food,10 oz (284g),Yes,733739070227,Grocery and Beverages,"Herbs, Spices, and Other Ingredients",UPC-A,
Organic Virgin Coconut Oil,Now Real Food,12 FL OZ (355 ml),Yes,733739017253,Grocery and Beverages,"Condiments, Oils, Dressings, and Spreads",UPC-A,
Organic Virgin Coconut Oil,Now Real Food,20 FL OZ (591 ml),Yes,733739017260,Grocery and Beverages,"Condiments, Oils, Dressings, and Spreads",UPC-A,
Organic Virgin Coconut Oil,Now Real Food,54 FL OZ (1.6 L),Yes,733739017352,Grocery and Beverages,"Condiments, Oils, Dressings, and Spreads",UPC-A,
Certified Organic Rolled Oats,Now Real Food,24 oz (680g),Yes,733739063038,Grocery and Beverages,Cereal and Breakfast Foods,UPC-A,
Certified Organic Raw Sunflower Seeds Unsalted,Now Real Food,16oz,Yes,733739070524,Grocery and Beverages,Snack Foods and Bars,UPC-A,
"Organic Whole, Raw Cashews",Now Real Food,10 oz (284g),Yes,733739070661,Grocery and Beverages,"Herbs, Spices, and Other Ingredients",UPC-A,
Certified Organic Raw Walnuts Unsalted,Now Real Food,12 oz (340g),Yes,733739070746,Grocery and Beverages,"Herbs, Spices, and Other Ingredients",UPC-A,
Organic Virgin Coconut Oil,Now Real Food,355 mL,Yes,733739817259,Grocery and Beverages,"Condiments, Oils, Dressings, and Spreads",UPC-A,
Organic Virgin Coconut Oil,Now Real Food,591 mL,Yes,733739817266,Grocery and Beverages,"Condiments, Oils, Dressings, and Spreads",UPC-A,
Maple Syrup Grade B 100% Pure,Now Real Food,32 oz,Yes,733739069443,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Maple Syrup Grade A Medium Amber,Now Real Food,32 oz ( 946 mL),Yes,733739069474,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Maple Syrup Grade B 100% Pure,Now Real Food,16 oz,Yes,733739069481,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Maple Syrup Grade B 100% Pure,Now Real Food,64 oz,Yes,733739069511,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Certified Organic Flax Seed Meal,Now Real Food,22 OZ (624g),Yes,733739062567,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Certified Organic Golden Flax Seed Meal,Now Real Food,22 OZ (624g),Yes,733739062574,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Organic Flax Seeds,Now Real Food,32 oz (907g),Yes,733739062581,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Organic Flax Seeds,Now Real Food,16 oz (454g),Yes,733739062604,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Certified Organic Flax Seed Meal,Now Real Food,12 OZ (340g),Yes,733739062666,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Certified Organic Golden Flax Seeds,Now Real Food,16 oz (454g),Yes,733739062680,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Certified Organic Golden Flax Seed Meal,Now Real Food,12 OZ (340g),Yes,733739062741,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Certified Organic Golden Flax Seeds,Now Real Food,32 oz (907g),Yes,733739062765,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Certified Organic Popcorn,Now Real Food,24 oz (680g),Yes,733739063069,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Certified Organic Sucanat Cane Sugar,Now Real Food,2 lbs (907g),Yes,733739069658,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Certified Organic Turbinado Sugar,Now Real Food,2.5 lb,Yes,733739069726,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Ojibwa Tea,NOW Real Tea,1.5 oz (42 g),No,733739042323,Grocery and Beverages,Beverages,UPC-A,
Queeze Ease Tea,NOW Real Tea,1.7 oz (48 g),No,733739042354,Grocery and Beverages,Beverages,UPC-A,
PomeGreenate Green Tea With Pomegranate,NOW Real Tea,1.5 OZ (43g),Yes,733739042347,Grocery and Beverages,Beverages,UPC-A,
Dandelion Cleansing Herbal Tea,NOW Real Tea,1.7 OZ (48g),Yes,733739042224,Grocery and Beverages,Beverages,UPC-A,
Green Kick Sencha and Matcha Green Tea,NOW Real Tea,1.44 OZ (41g),Yes,733739042262,Grocery and Beverages,Beverages,UPC-A,
Green Tranquility Tea,NOW Real Tea,1.5 oz (43 g),Yes,733739042279,Grocery and Beverages,Beverages,UPC-A,
Senna,NOW Real Tea,1.7 oz (24g),Yes,733739042361,Grocery and Beverages,Beverages,UPC-A,
Organically Hip Hibiscus,NOW Real Tea,1.7 oz (48g),Yes,733739042385,Grocery and Beverages,Beverages,UPC-A,
Dandelion Cleansing Herbal Tea,NOW Real Tea,48g,Yes,733739842220,Grocery and Beverages,Beverages,UPC-A,
Organic Pea Protein,Now Sports,1.5 lbs (680 g),Yes,733739021083,Supplements,Vitamins and Supplements,UPC-A,
Pea Protein,Now Sports,7 lbs (3175 g),No,733739021243,Supplements,Vitamins and Supplements,UPC-A,
Pea Protein,Now Sports,12 oz (340 g),No,733739021328,Supplements,Vitamins and Supplements,UPC-A,
Pea Protein,Now Sports,2 lbs (907g),No,733739021359,Supplements,Vitamins and Supplements,UPC-A,
Pea Protein,Now Sports,340 g,No,733739821324,Supplements,Vitamins and Supplements,UPC-A,
Pea Protein,Now Sports,907 g,No,733739821355,Supplements,Vitamins and Supplements,UPC-A,
Super Premium Short Grain Rice,Nozomi,50 lbs (22.68 kg),No,011152031118,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Super Premium Short Grain Rice,Nozomi,15 lbs (6.8 kg),No,011152635286,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Pizza Crust,Nu Life Market,9.6 oz (.6 lb) (272 g),No,855881003721,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
All-Purpose Flour,Nu Life Market,24 OZ (1.5 LB) 680g,No,855881003738,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
White Whole Sorghum Grain,Nu Life Market,25 LBS (11.3kg),No,855881003530,Grocery and Beverages,Cereal and Breakfast Foods,UPC-A,
Black Whole Grain Sorghum Flour,Nu Life Market,25 pounds,No,855881003226,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
White  Pearled Sorghum Grain,Nu Life Market,25 pounds,No,855881003240,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
White Pearled Grain Sorghum Flour,Nu Life Market,25 pounds,No,855881003264,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
White Whole Grain Sorghum  Flour,Nu Life Market,25 pounds,No,855881003288,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Black Milled Sorghum Bran,Nu Life Market,25 pounds,No,855881003301,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Sumac Milled Sorghum Bran,Nu Life Market,25 pounds,No,855881003325,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Burgundy Milled Sorghum Bran,Nu Life Market,25 pounds,No,855881003349,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Burgundy Whole Grain Sorghum Flour,Nu Life Market,25 pounds,No,855881003387,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
White Whole Grain Sorghum  Flour,Nu Life Market,50 pounds,No,855881003394,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
White Pearled Grain Sorghum Flour,Nu Life Market,50 pounds,No,855881003400,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
White  Pearled Sorghum Grain,Nu Life Market,50 pounds,No,855881003431,Grocery and Beverages,"Grains, Beans, and Flour",UPC-A,
Slim Crunchy Peanut Butter,NuGo,1.59 oz (45g),No,691535207011,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Slim Espresso,NuGo,45g,No,691535209015,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Dark Chocolate Chocolate Chip,NuGo,50g,No,691535521018,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Dark Mocha Chocolate Bar,NuGo,50g,No,691535523012,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Dark Mint Chocolate Chip Bar,NuGo,50g,No,691535525016,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Dark Peanut Butter Cup Bar,NuGo,1.76 oz (50 g),No,691535527010,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Dark Peanut Butter Cup Bar,NuGo,21.12 oz (600 g),No,691535527027,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Dark Chocolate Pretzel Bar,NuGo,50g,No,691535529014,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Free Dark Chocolate Crunch,NuGo,45g,No,691535451018,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Free Dark Chocolate Trail Mix,NuGo,50g,No,691535453012,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Free Carrot Cake,NuGo,(1.59 oz) 45 g,No,691535455016,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
FiberLove Apple Cobbler Bar,NuGo,1 bar / 45g,No,187471000415,Grocery and Beverages,Snack Foods and Bars,UPC-A,
FiberLove Coconut Macaroon Bar,NuGo,1 bar / 45g,No,187471000439,Grocery and Beverages,Snack Foods and Bars,UPC-A,
FiberLove Apple Cobbler Bar,NuGo,16 bars / 720g,No,187471000446,Grocery and Beverages,Snack Foods and Bars,UPC-A,
FiberLove Apple Cobbler Bar,NuGo,5 bars / 225g,No,187471000538,Grocery and Beverages,Snack Foods and Bars,UPC-A,
FiberLove Coconut Macaroon Bar,NuGo,16 bars / 720g,No,187471000552,Grocery and Beverages,Snack Foods and Bars,UPC-A,
FiberLove Coconut Macaroon Bar,NuGo,16 bars / 720g,No,818411000065,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Fiber d'Lish Peanut Chocolate Chip Bar,NuGo,25.4oz,No,874710004531,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Fiber d'Lish Peanut Chocolate Chip Bar,NuGo,7.9oz,No,874710005453,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Fiber d'Lish Peanut Chocolate Chip Bar,NuGo,1.6oz,No,747100042201,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Organic Double Dark Chocolate,NuGo,50g,Yes,691535481015,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Organic Double Dark Chocolate,NuGo,50g,Yes,691535481947,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Organic Dark Chocolate Pomegranate,NuGo,1.76 oz 50g,Yes,691535483019,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Organic Dark Chocolate Almond,NuGo,50g,Yes,691535485013,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Organic Dark Chocolate Almond,NuGo,50g,Yes,691535485037,Grocery and Beverages,"Candy, Chocolate, Desserts, and Sweeteners",UPC-A,
Fiber d'Lish Orange Cranberry Bar,NuGo,25.4oz,No,874710000649,Grocery and Beverages,Snack Foods and Bars,UPC-A,
Fiber d'Lish Orange Cranberry Bar,NuGo,7.9oz,No,874710005699,Grocery and Beverages,Snack Foods and Bars,UPC-A,
